,Player,Pos,Date,TM,OPP,H/A,W/L,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
5442,Joe Ingles,F-G,2018-12-15,UTA,ORL,A,L,1,33,2,11,0.182,0,5,0.0,2,6,0.333,2,2,1.0,1,4,5,5,3,1,2,3,8
5443,Brandon Ingram,F,2018-11-03,LAL,POR,A,W,1,33,3,10,0.3,3,10,0.3,0,0,,2,4,0.5,0,6,6,0,1,0,3,2,8
5444,Jonathan Isaac,F,2018-10-20,ORL,PHI,A,L,1,28,3,8,0.375,1,5,0.2,2,3,0.667,0,2,0.0,1,5,6,0,2,1,1,0,8
5445,Wesley Iwundu,F,2018-10-27,ORL,MIL,A,L,0,12,2,5,0.4,2,5,0.4,0,0,,4,4,1.0,1,2,3,0,0,0,1,2,8
5446,Wesley Iwundu,F,2018-11-12,ORL,WAS,A,L,1,15,3,4,0.75,1,2,0.5,2,2,1.0,0,1,0.0,0,1,1,4,0,0,0,2,8
5447,Frank Jackson,G,2018-12-12,NOP,OKC,H,W,0,19,3,5,0.6,2,4,0.5,1,1,1.0,1,2,0.5,0,0,0,0,0,0,1,2,8
5448,Frank Jackson,G,2018-12-19,NOP,MIL,A,L,0,18,3,5,0.6,1,3,0.333,2,2,1.0,0,0,,0,2,2,0,0,0,0,1,8
5449,Josh Jackson,F-G,2018-10-28,PHO,OKC,A,L,1,21,4,10,0.4,4,7,0.571,0,3,0.0,0,0,,0,1,1,0,1,1,4,6,8
5450,Josh Jackson,F-G,2018-10-27,PHO,MEM,A,L,1,24,3,10,0.3,3,7,0.429,0,3,0.0,2,6,0.333,0,3,3,3,3,0,7,3,8
5451,Josh Jackson,F-G,2018-11-27,PHO,IND,H,L,0,22,4,9,0.444,4,7,0.571,0,2,0.0,0,0,,0,5,5,4,1,0,1,2,8
5452,Justin Jackson,G-F,2018-12-01,SAC,IND,H,W,0,25,3,7,0.429,1,4,0.25,2,3,0.667,0,2,0.0,1,2,3,2,0,0,1,0,8
5453,Justin Jackson,G-F,2018-12-21,SAC,MEM,H,W,0,22,3,5,0.6,3,3,1.0,0,2,0.0,2,2,1.0,1,2,3,0,0,0,0,2,8
5454,Justin Jackson,G-F,2018-11-29,SAC,LAC,H,L,0,12,3,4,0.75,1,1,1.0,2,3,0.667,0,0,,0,4,4,1,0,0,0,1,8
5455,Justin Jackson,G-F,2018-10-17,SAC,UTA,H,L,0,31,4,10,0.4,4,6,0.667,0,4,0.0,0,0,,0,2,2,1,2,0,0,2,8
5456,Reggie Jackson,G,2018-10-30,DET,BOS,A,L,1,27,2,9,0.222,1,4,0.25,1,5,0.2,3,3,1.0,0,2,2,2,0,0,3,2,8
5457,Reggie Jackson,G,2018-10-27,DET,BOS,H,L,1,27,3,11,0.273,2,5,0.4,1,6,0.167,1,1,1.0,0,4,4,4,0,0,0,3,8
5458,Jonas Jerebko,F,2018-12-14,GSW,SAC,A,W,0,24,3,6,0.5,3,4,0.75,0,2,0.0,2,4,0.5,0,1,1,0,0,0,2,3,8
5459,Jonas Jerebko,F,2018-10-26,GSW,NYK,A,W,0,19,3,7,0.429,1,3,0.333,2,4,0.5,0,0,,0,7,7,0,0,0,0,4,8
5460,Jonas Jerebko,F,2018-11-15,GSW,HOU,A,L,0,20,3,6,0.5,3,5,0.6,0,1,0.0,2,2,1.0,0,3,3,1,0,0,0,3,8
5461,Jonas Jerebko,F,2018-11-10,GSW,BRK,H,W,1,26,4,9,0.444,4,6,0.667,0,3,0.0,0,0,,2,1,3,2,0,0,2,3,8
5462,Jonas Jerebko,F,2018-11-18,GSW,SAS,A,L,1,26,3,3,1.0,3,3,1.0,0,0,,2,2,1.0,4,6,10,2,0,0,1,2,8
5463,Amir Johnson,F-C,2018-10-20,PHI,ORL,H,W,0,14,4,4,1.0,4,4,1.0,0,0,,0,0,,2,4,6,3,1,1,2,1,8
5464,James Johnson,F,2018-12-07,MIA,PHO,A,W,1,17,4,9,0.444,4,5,0.8,0,4,0.0,0,0,,0,3,3,1,2,1,1,0,8
5465,James Johnson,F,2018-11-18,MIA,LAL,H,L,0,15,2,8,0.25,0,4,0.0,2,4,0.5,2,2,1.0,0,0,0,2,0,0,0,5,8
5466,James Johnson,F,2018-11-30,MIA,NOP,H,W,1,19,2,6,0.333,1,5,0.2,1,1,1.0,3,4,0.75,0,1,1,3,1,0,2,3,8
5467,James Johnson,F,2018-11-27,MIA,ATL,H,L,1,19,3,8,0.375,1,3,0.333,2,5,0.4,0,0,,1,2,3,2,1,0,0,1,8
5468,Stanley Johnson,F,2018-11-30,DET,CHI,H,W,0,19,2,9,0.222,2,5,0.4,0,4,0.0,4,4,1.0,1,5,6,1,0,0,2,2,8
5469,Tyler Johnson,G,2018-12-08,MIA,LAC,A,W,1,7,2,3,0.667,0,0,,2,3,0.667,2,2,1.0,0,1,1,0,0,0,1,1,8
5470,Nikola Jokic,C-F,2018-11-05,DEN,BOS,H,W,1,27,2,3,0.667,2,3,0.667,0,0,,4,6,0.667,2,8,10,8,0,0,3,4,8
5471,Damian Jones,F-C,2018-10-21,GSW,DEN,A,L,1,19,4,5,0.8,4,5,0.8,0,0,,0,2,0.0,1,1,2,1,0,1,1,5,8
5472,Damian Jones,F-C,2018-11-10,GSW,BRK,H,W,1,19,3,3,1.0,3,3,1.0,0,0,,2,3,0.667,3,3,6,1,0,1,0,2,8
5473,Derrick Jones,F,2018-12-10,MIA,LAL,A,L,0,29,3,4,0.75,3,4,0.75,0,0,,2,2,1.0,5,9,14,0,3,3,1,1,8
5474,Derrick Jones,F,2018-12-12,MIA,UTA,A,L,0,26,3,6,0.5,3,3,1.0,0,3,0.0,2,4,0.5,0,4,4,0,5,0,0,2,8
5475,Tyus Jones,G,2018-11-02,MIN,GSW,A,L,1,41,3,11,0.273,1,4,0.25,2,7,0.286,0,0,,2,3,5,9,2,0,0,2,8
5476,Tyus Jones,G,2018-10-19,MIN,CLE,H,W,0,17,3,6,0.5,1,2,0.5,2,4,0.5,0,0,,0,0,0,3,0,0,0,0,8
5477,Tyus Jones,G,2018-10-22,MIN,IND,H,W,0,17,3,10,0.3,1,4,0.25,2,6,0.333,0,0,,0,4,4,4,3,1,0,1,8
5478,DeAndre Jordan,C,2018-11-06,DAL,WAS,H,W,1,32,3,5,0.6,3,5,0.6,0,0,,2,2,1.0,1,11,12,3,0,1,2,2,8
5479,DeAndre Jordan,C,2018-10-29,DAL,SAS,A,L,1,41,4,6,0.667,4,6,0.667,0,0,,0,2,0.0,1,18,19,2,1,1,3,3,8
5480,DeAndre Jordan,C,2018-12-16,DAL,SAC,H,L,1,30,4,7,0.571,4,7,0.571,0,0,,0,0,,10,13,23,3,0,3,0,2,8
5481,DeAndre Jordan,C,2018-11-30,DAL,LAL,A,L,1,30,3,5,0.6,3,5,0.6,0,0,,2,2,1.0,4,8,12,1,0,1,3,4,8
5482,Cory Joseph,G,2018-12-21,IND,BRK,A,W,0,20,4,8,0.5,4,7,0.571,0,1,0.0,0,0,,0,0,0,2,0,0,1,2,8
5483,Frank Kaminsky,F-C,2018-11-28,CHO,ATL,H,W,0,20,3,9,0.333,1,4,0.25,2,5,0.4,0,0,,0,6,6,2,2,0,2,2,8
5484,Enes Kanter,C,2018-11-16,NYK,NOP,A,L,0,15,3,5,0.6,3,5,0.6,0,0,,2,2,1.0,3,2,5,0,1,0,2,4,8
5485,Enes Kanter,C,2018-12-01,NYK,MIL,H,W,1,27,4,6,0.667,4,6,0.667,0,0,,0,1,0.0,1,6,7,2,0,0,1,2,8
5486,Enes Kanter,C,2018-10-24,NYK,MIA,A,L,1,19,4,7,0.571,4,7,0.571,0,0,,0,0,,1,4,5,3,0,1,2,2,8
5487,Enes Kanter,C,2018-10-26,NYK,GSW,H,L,0,20,4,9,0.444,4,9,0.444,0,0,,0,0,,4,9,13,2,0,0,3,4,8
5488,Luke Kennard,G,2018-10-25,DET,CLE,H,W,0,13,4,4,1.0,4,4,1.0,0,0,,0,0,,0,0,0,1,1,0,0,0,8
5489,Michael Kidd-Gilchrist,F,2018-11-28,CHO,ATL,H,W,0,16,3,5,0.6,3,5,0.6,0,0,,2,2,1.0,0,6,6,1,2,0,0,4,8
5490,Michael Kidd-Gilchrist,F,2018-12-09,CHO,NYK,A,W,0,23,2,3,0.667,2,3,0.667,0,0,,4,4,1.0,1,3,4,1,0,2,2,2,8
5491,Maxi Kleber,F,2018-10-26,DAL,TOR,A,L,0,30,2,6,0.333,1,2,0.5,1,4,0.25,3,4,0.75,1,7,8,1,2,4,0,0,8
5492,Maxi Kleber,F,2018-11-10,DAL,OKC,H,W,0,26,3,7,0.429,1,1,1.0,2,6,0.333,0,0,,2,2,4,3,0,3,0,4,8
5493,Maxi Kleber,F,2018-12-04,DAL,POR,H,W,0,16,4,7,0.571,4,5,0.8,0,2,0.0,0,0,,4,1,5,2,3,1,1,2,8
5494,Maxi Kleber,F,2018-10-17,DAL,PHO,A,L,0,17,3,3,1.0,1,1,1.0,2,2,1.0,0,0,,0,2,2,0,0,0,1,1,8
5495,Kevin Knox,F,2018-12-03,NYK,WAS,H,L,0,28,3,11,0.273,3,8,0.375,0,3,0.0,2,4,0.5,1,8,9,4,1,0,2,2,8
5496,Furkan Korkmaz,G,2018-11-14,PHI,ORL,A,L,0,15,3,7,0.429,1,5,0.2,2,2,1.0,0,0,,0,3,3,1,1,0,0,0,8
5497,Kyle Korver,G-F,2018-12-10,UTA,OKC,A,L,0,18,3,10,0.3,2,3,0.667,1,7,0.143,1,1,1.0,1,0,1,1,0,0,0,1,8
5498,Kyle Korver,G-F,2018-11-10,CLE,CHI,A,L,0,20,3,5,0.6,1,2,0.5,2,3,0.667,0,0,,0,4,4,1,0,0,0,2,8
5499,Kosta Koufos,C,2018-11-01,SAC,ATL,A,W,0,12,4,7,0.571,4,7,0.571,0,0,,0,0,,1,3,4,0,1,1,0,2,8
5500,Kosta Koufos,C,2018-12-16,SAC,DAL,A,W,0,16,4,6,0.667,4,6,0.667,0,0,,0,0,,5,3,8,1,1,0,0,3,8
5501,Rodions Kurucs,F,2018-12-19,BRK,CHI,A,W,1,23,3,5,0.6,3,3,1.0,0,2,0.0,2,2,1.0,1,3,4,0,1,1,0,2,8
5502,Rodions Kurucs,F,2018-12-01,BRK,WAS,A,L,0,14,2,7,0.286,2,3,0.667,0,4,0.0,4,4,1.0,1,4,5,0,0,0,1,5,8
5503,Kyle Kuzma,F,2018-11-17,LAL,ORL,A,L,1,27,3,10,0.3,2,6,0.333,1,4,0.25,1,2,0.5,0,6,6,0,0,2,5,2,8
5504,Jeremy Lamb,G-F,2018-10-19,CHO,ORL,A,W,1,25,2,7,0.286,2,5,0.4,0,2,0.0,4,4,1.0,1,6,7,1,1,1,0,0,8
5505,Zach LaVine,G,2018-11-30,CHI,DET,A,L,1,33,3,12,0.25,3,12,0.25,0,0,,2,2,1.0,0,2,2,9,0,1,5,3,8
5506,Jake Layman,F,2018-11-11,POR,BOS,H,W,1,14,3,3,1.0,1,1,1.0,2,2,1.0,0,0,,0,2,2,1,1,1,3,0,8
5507,Jake Layman,F,2018-11-04,POR,MIN,H,W,1,24,4,8,0.5,4,6,0.667,0,2,0.0,0,0,,3,3,6,0,1,0,1,3,8
5508,T.J. Leaf,F,2018-12-07,IND,ORL,A,W,0,16,3,7,0.429,3,6,0.5,0,1,0.0,2,2,1.0,3,3,6,1,0,0,1,2,8
5509,Damion Lee,G,2018-11-08,GSW,MIL,H,L,0,12,2,3,0.667,1,2,0.5,1,1,1.0,3,4,0.75,0,2,2,0,1,0,0,2,8
5510,Damion Lee,G,2018-11-23,GSW,POR,H,W,0,22,3,6,0.5,1,2,0.5,2,4,0.5,0,0,,0,3,3,1,1,0,1,1,8
5511,Alex Len,C,2018-10-29,ATL,PHI,A,L,1,15,3,5,0.6,2,2,1.0,1,3,0.333,1,2,0.5,2,0,2,0,1,0,1,4,8
5512,Alex Len,C,2018-11-25,ATL,CHO,H,W,0,15,3,7,0.429,2,3,0.667,1,4,0.25,1,2,0.5,0,4,4,1,0,1,0,4,8
5513,Meyers Leonard,C-F,2018-11-23,POR,GSW,A,L,0,13,4,6,0.667,4,6,0.667,0,0,,0,1,0.0,5,1,6,1,0,0,0,1,8
5514,Meyers Leonard,C-F,2018-11-11,POR,BOS,H,W,0,18,3,8,0.375,1,5,0.2,2,3,0.667,0,0,,2,4,6,0,0,0,2,3,8
5515,Jon Leuer,F,2018-12-17,DET,MIL,H,L,0,14,4,5,0.8,4,4,1.0,0,1,0.0,0,0,,0,2,2,0,0,1,1,1,8
5516,Jon Leuer,F,2018-12-10,DET,PHI,A,L,1,31,4,8,0.5,4,7,0.571,0,1,0.0,0,0,,0,4,4,0,1,0,2,5,8
5517,Jeremy Lin,G,2018-12-14,ATL,BOS,A,L,0,17,2,6,0.333,0,2,0.0,2,4,0.5,2,3,0.667,1,1,2,4,1,0,2,1,8
5518,Jeremy Lin,G,2018-10-17,ATL,NYK,A,L,0,14,3,6,0.5,3,4,0.75,0,2,0.0,2,2,1.0,0,5,5,1,1,0,2,0,8
5519,Shaun Livingston,G,2018-11-12,GSW,LAC,A,L,0,19,3,4,0.75,3,4,0.75,0,0,,2,3,0.667,2,0,2,0,0,0,2,2,8
5520,Shaun Livingston,G,2018-10-19,GSW,UTA,A,W,0,18,3,4,0.75,3,4,0.75,0,0,,2,2,1.0,1,2,3,2,1,0,1,0,8
5521,Shaun Livingston,G,2018-10-24,GSW,WAS,H,W,0,15,3,6,0.5,3,6,0.5,0,0,,2,2,1.0,4,3,7,0,0,0,1,4,8
5522,Kevon Looney,F-C,2018-12-07,GSW,MIL,A,W,1,28,4,6,0.667,4,6,0.667,0,0,,0,1,0.0,3,4,7,4,0,0,1,4,8
5523,Kevon Looney,F-C,2018-12-05,GSW,CLE,A,W,1,25,4,6,0.667,4,6,0.667,0,0,,0,0,,3,3,6,3,0,1,0,3,8
5524,Kevon Looney,F-C,2018-11-08,GSW,MIL,H,L,0,21,2,3,0.667,2,3,0.667,0,0,,4,4,1.0,0,5,5,2,0,1,1,3,8
5525,Brook Lopez,C,2018-11-04,MIL,SAC,H,W,1,20,2,9,0.222,0,0,,2,9,0.222,2,2,1.0,0,2,2,0,0,4,0,3,8
5526,Brook Lopez,C,2018-11-19,MIL,DEN,H,W,1,33,3,10,0.3,1,3,0.333,2,7,0.286,0,0,,1,9,10,0,1,3,1,3,8
5527,Brook Lopez,C,2018-10-19,MIL,IND,H,W,1,22,3,10,0.3,1,2,0.5,2,8,0.25,0,0,,1,2,3,2,0,1,0,4,8
5528,Robin Lopez,C,2018-11-30,CHI,DET,A,L,0,18,4,5,0.8,4,5,0.8,0,0,,0,0,,0,1,1,1,0,2,0,3,8
5529,Kyle Lowry,G,2018-11-17,TOR,CHI,A,W,1,29,3,11,0.273,1,3,0.333,2,8,0.25,0,0,,0,7,7,8,3,0,2,2,8
5530,Jordan Loyd,G,2018-11-17,TOR,CHI,A,W,0,12,2,2,1.0,0,0,,2,2,1.0,2,2,1.0,0,4,4,1,0,0,0,1,8
5531,Timothe Luwawu-Cabarrot,F,2018-11-21,OKC,GSW,A,W,0,18,3,9,0.333,1,4,0.25,2,5,0.4,0,0,,0,1,1,0,1,0,0,1,8
5532,Trey Lyles,F,2018-11-03,DEN,UTA,H,W,0,20,3,8,0.375,3,5,0.6,0,3,0.0,2,2,1.0,0,6,6,3,0,0,1,4,8
5533,Trey Lyles,F,2018-11-13,DEN,HOU,H,L,0,13,3,4,0.75,2,3,0.667,1,1,1.0,1,2,0.5,0,1,1,0,1,0,1,1,8
5534,Trey Lyles,F,2018-11-30,DEN,POR,A,W,0,13,2,7,0.286,0,3,0.0,2,4,0.5,2,4,0.5,0,2,2,1,1,0,1,2,8
5535,Shelvin Mack,G,2018-12-17,MEM,GSW,A,L,1,26,3,6,0.5,2,4,0.5,1,2,0.5,1,2,0.5,0,4,4,4,0,0,2,1,8
5536,Shelvin Mack,G,2018-10-27,MEM,PHO,H,W,0,16,4,4,1.0,4,4,1.0,0,0,,0,0,,0,0,0,6,1,0,0,0,8
5537,Shelvin Mack,G,2018-11-23,MEM,LAC,A,L,0,25,2,7,0.286,1,5,0.2,1,2,0.5,3,4,0.75,0,2,2,4,2,0,2,3,8
5538,Thon Maker,F-C,2018-11-08,MIL,GSW,A,W,0,7,4,6,0.667,4,5,0.8,0,1,0.0,0,0,,1,0,1,0,1,0,0,0,8
5539,Thon Maker,F-C,2018-10-26,MIL,MIN,A,W,0,12,3,4,0.75,2,2,1.0,1,2,0.5,1,2,0.5,1,3,4,0,0,1,0,4,8
5540,Boban Marjanovic,C,2018-12-08,LAC,MIA,H,L,1,13,3,6,0.5,3,6,0.5,0,0,,2,2,1.0,3,1,4,0,1,0,3,2,8
5541,Lauri Markkanen,F-C,2018-12-08,CHI,BOS,H,L,1,18,3,10,0.3,1,4,0.25,2,6,0.333,0,0,,0,4,4,1,0,0,1,1,8
5542,Lauri Markkanen,F-C,2018-12-19,CHI,BRK,H,L,1,33,3,6,0.5,1,3,0.333,2,3,0.667,0,1,0.0,0,6,6,2,0,0,0,3,8
5543,Frank Mason,G,2018-12-08,SAC,IND,A,L,0,15,3,5,0.6,3,4,0.75,0,1,0.0,2,3,0.667,0,0,0,2,1,0,2,1,8
5544,Wesley Matthews,G,2018-10-29,DAL,SAS,A,L,1,39,3,10,0.3,3,6,0.5,0,4,0.0,2,2,1.0,0,2,2,3,0,0,2,4,8
5545,Luc Mbah a Moute,F,2018-10-21,LAC,HOU,H,W,0,17,3,6,0.5,2,5,0.4,1,1,1.0,1,1,1.0,0,2,2,1,0,1,0,1,8
5546,CJ McCollum,G,2018-11-01,POR,NOP,H,W,1,30,2,8,0.25,2,5,0.4,0,3,0.0,4,6,0.667,0,2,2,4,1,0,4,3,8
5547,T.J. McConnell,G,2018-12-16,PHI,CLE,A,W,0,24,4,5,0.8,4,5,0.8,0,0,,0,0,,0,0,0,5,2,0,1,2,8
5548,T.J. McConnell,G,2018-10-20,PHI,ORL,H,W,0,25,4,7,0.571,4,7,0.571,0,0,,0,0,,0,4,4,4,1,0,2,2,8
5549,Doug McDermott,F,2018-12-19,IND,TOR,A,L,0,18,3,5,0.6,1,2,0.5,2,3,0.667,0,0,,0,1,1,0,0,0,0,2,8
5550,JaVale McGee,C,2018-12-05,LAL,SAS,H,W,1,19,4,4,1.0,4,4,1.0,0,0,,0,0,,1,3,4,0,0,1,4,4,8
5551,JaVale McGee,C,2018-11-11,LAL,ATL,H,W,1,27,3,9,0.333,3,8,0.375,0,1,0.0,2,4,0.5,3,6,9,1,1,3,1,2,8
5552,JaVale McGee,C,2018-11-04,LAL,TOR,H,L,1,17,1,6,0.167,1,6,0.167,0,0,,6,6,1.0,3,3,6,2,0,2,2,1,8
5553,Rodney McGruder,G,2018-11-27,MIA,ATL,H,L,1,36,3,9,0.333,3,6,0.5,0,3,0.0,2,2,1.0,0,5,5,5,2,0,1,2,8
5554,Rodney McGruder,G,2018-12-14,MIA,MEM,A,W,1,23,2,7,0.286,1,2,0.5,1,5,0.2,3,3,1.0,1,1,2,2,0,0,2,1,8
5555,Rodney McGruder,G,2018-10-17,MIA,ORL,A,L,1,32,2,9,0.222,0,4,0.0,2,5,0.4,2,3,0.667,0,3,3,3,0,1,1,3,8
5556,Rodney McGruder,G,2018-11-05,MIA,DET,A,W,1,33,3,8,0.375,1,5,0.2,2,3,0.667,0,2,0.0,0,5,5,2,2,0,2,3,8
5557,Alfonzo McKinnie,F,2018-11-15,GSW,HOU,A,L,0,12,3,6,0.5,3,5,0.6,0,1,0.0,2,3,0.667,0,2,2,0,0,0,1,1,8
5558,Alfonzo McKinnie,F,2018-11-02,GSW,MIN,H,W,0,27,3,4,0.75,1,2,0.5,2,2,1.0,0,0,,3,5,8,0,0,0,0,5,8
5559,Chimezie Metu,F,2018-11-19,SAS,NOP,A,L,0,13,4,5,0.8,4,4,1.0,0,1,0.0,0,0,,1,2,3,3,0,0,1,1,8
5560,C.J. Miles,G-F,2018-10-22,TOR,CHO,H,W,0,16,2,5,0.4,1,1,1.0,1,4,0.25,3,3,1.0,0,1,1,3,1,1,1,1,8
5561,C.J. Miles,G-F,2018-12-03,TOR,DEN,H,L,0,16,3,8,0.375,1,2,0.5,2,6,0.333,0,0,,0,0,0,0,1,0,1,0,8
5562,C.J. Miles,G-F,2018-12-12,TOR,GSW,A,W,0,16,2,4,0.5,0,1,0.0,2,3,0.667,2,2,1.0,0,0,0,0,0,0,0,3,8
5563,Patty Mills,G,2018-12-04,SAS,UTA,A,L,0,17,3,8,0.375,1,3,0.333,2,5,0.4,0,0,,1,0,1,2,0,0,1,2,8
5564,Patty Mills,G,2018-11-14,SAS,PHO,A,L,0,21,4,6,0.667,4,4,1.0,0,2,0.0,0,0,,1,0,1,3,3,0,1,3,8
5565,Patty Mills,G,2018-11-18,SAS,GSW,H,W,0,25,3,8,0.375,1,4,0.25,2,4,0.5,0,0,,0,5,5,5,1,0,1,0,8
5566,Patty Mills,G,2018-12-17,SAS,PHI,H,W,0,21,2,4,0.5,0,0,,2,4,0.5,2,2,1.0,0,1,1,3,2,1,1,2,8
5567,Patty Mills,G,2018-12-09,SAS,UTA,H,W,0,28,3,9,0.333,1,4,0.25,2,5,0.4,0,0,,1,1,2,2,0,0,2,1,8
5568,Paul Millsap,F,2018-11-19,DEN,MIL,A,L,1,29,3,9,0.333,3,5,0.6,0,4,0.0,2,2,1.0,2,7,9,2,1,1,1,3,8
5569,Paul Millsap,F,2018-11-24,DEN,OKC,A,W,1,28,3,7,0.429,1,4,0.25,2,3,0.667,0,2,0.0,0,6,6,3,1,1,1,3,8
5570,Greg Monroe,C-F,2018-11-05,TOR,UTA,A,W,0,13,4,5,0.8,4,4,1.0,0,1,0.0,0,0,,1,2,3,0,0,0,1,2,8
5571,E'Twaun Moore,G,2018-11-07,NOP,CHI,H,W,1,31,3,9,0.333,2,6,0.333,1,3,0.333,1,1,1.0,1,1,2,4,0,1,0,2,8
5572,Marcus Morris,F,2018-10-19,BOS,TOR,A,L,0,26,3,7,0.429,1,3,0.333,2,4,0.5,0,0,,0,2,2,1,0,1,2,4,8
5573,Marcus Morris,F,2018-11-23,BOS,ATL,A,W,1,24,3,10,0.3,1,3,0.333,2,7,0.286,0,0,,0,4,4,2,1,0,1,1,8
5574,Monte Morris,G,2018-12-03,DEN,TOR,A,W,0,22,3,10,0.3,3,8,0.375,0,2,0.0,2,3,0.667,0,1,1,1,0,0,1,1,8
5575,Monte Morris,G,2018-11-15,DEN,ATL,H,W,1,29,4,9,0.444,4,7,0.571,0,2,0.0,0,0,,0,2,2,2,1,0,0,3,8
5576,Monte Morris,G,2018-11-07,DEN,MEM,A,L,0,26,4,10,0.4,4,7,0.571,0,3,0.0,0,0,,0,2,2,3,1,0,0,0,8
5577,Monte Morris,G,2018-11-23,DEN,ORL,H,W,0,26,3,7,0.429,1,5,0.2,2,2,1.0,0,0,,1,2,3,4,1,0,0,1,8
5578,Monte Morris,G,2018-11-05,DEN,BOS,H,W,0,20,3,5,0.6,3,4,0.75,0,1,0.0,2,3,0.667,0,1,1,4,1,0,0,0,8
5579,Mike Muscala,F-C,2018-12-02,PHI,MEM,H,W,1,28,2,4,0.5,0,1,0.0,2,3,0.667,2,2,1.0,1,6,7,5,0,0,0,0,8
5580,Mike Muscala,F-C,2018-12-16,PHI,CLE,A,W,0,24,4,7,0.571,4,6,0.667,0,1,0.0,0,0,,2,4,6,0,1,3,0,2,8
5581,Mike Muscala,F-C,2018-10-24,PHI,MIL,A,L,0,18,3,6,0.5,2,2,1.0,1,4,0.25,1,1,1.0,1,3,4,1,0,0,1,5,8
5582,Svi Mykhailiuk,G-F,2018-11-17,LAL,ORL,A,L,0,11,2,3,0.667,0,0,,2,3,0.667,2,2,1.0,0,0,0,0,0,0,0,1,8
5583,Larry Nance,F-C,2018-11-01,CLE,DEN,H,L,0,19,3,8,0.375,3,8,0.375,0,0,,2,2,1.0,2,1,3,1,3,1,0,4,8
5584,Larry Nance,F-C,2018-11-24,CLE,HOU,H,W,0,18,2,3,0.667,1,2,0.5,1,1,1.0,3,4,0.75,3,5,8,1,1,1,1,4,8
5585,Shabazz Napier,G,2018-11-21,BRK,DAL,A,L,0,17,3,5,0.6,1,3,0.333,2,2,1.0,0,0,,1,0,1,1,0,0,1,1,8
5586,Shabazz Napier,G,2018-11-16,BRK,WAS,A,W,0,18,2,7,0.286,2,5,0.4,0,2,0.0,4,5,0.8,0,4,4,1,0,1,0,1,8
5587,Shabazz Napier,G,2018-12-01,BRK,WAS,A,L,0,25,2,13,0.154,1,6,0.167,1,7,0.143,3,3,1.0,0,2,2,3,3,1,1,2,8
5588,Shabazz Napier,G,2018-10-24,BRK,CLE,A,W,0,15,2,6,0.333,0,1,0.0,2,5,0.4,2,2,1.0,0,0,0,1,2,0,2,0,8
5589,Georges Niang,F,2018-10-19,UTA,GSW,H,L,0,9,3,7,0.429,1,2,0.5,2,5,0.4,0,0,,1,2,3,1,0,1,0,0,8
5590,Nerlens Noel,C-F,2018-11-28,OKC,CLE,H,W,0,14,3,4,0.75,3,4,0.75,0,0,,2,2,1.0,1,2,3,1,0,1,1,0,8
5591,Nerlens Noel,C-F,2018-12-10,OKC,UTA,H,W,0,19,4,7,0.571,4,7,0.571,0,0,,0,0,,1,3,4,0,2,1,3,4,8
5592,Jusuf Nurkic,C,2018-12-19,POR,MEM,H,W,1,21,2,6,0.333,2,6,0.333,0,0,,4,4,1.0,5,2,7,1,2,0,5,2,8
5593,Royce O'Neale,F,2018-11-26,UTA,IND,H,L,1,27,3,5,0.6,3,4,0.75,0,1,0.0,2,2,1.0,1,5,6,1,1,1,0,3,8
5594,Royce O'Neale,F,2018-10-27,UTA,NOP,A,W,0,16,3,6,0.5,1,2,0.5,2,4,0.5,0,0,,0,2,2,3,1,0,0,3,8
5595,Semi Ojeleye,F,2018-11-23,BOS,ATL,A,W,0,24,3,11,0.273,2,6,0.333,1,5,0.2,1,2,0.5,0,5,5,0,0,0,4,1,8
5596,Jahlil Okafor,C-F,2018-12-21,NOP,LAL,A,L,0,13,4,7,0.571,4,7,0.571,0,0,,0,2,0.0,3,2,5,1,1,0,1,3,8
5597,Elie Okobo,G,2018-10-31,PHO,SAS,H,L,1,28,3,9,0.333,3,7,0.429,0,2,0.0,2,2,1.0,0,4,4,5,1,0,2,3,8
5598,Elie Okobo,G,2018-11-10,PHO,NOP,A,L,0,11,2,6,0.333,2,4,0.5,0,2,0.0,4,4,1.0,0,2,2,0,2,1,0,0,8
5599,Josh Okogie,G,2018-12-21,MIN,SAS,A,L,0,26,2,6,0.333,2,5,0.4,0,1,0.0,4,5,0.8,2,1,3,1,1,1,1,2,8
5600,Josh Okogie,G,2018-12-08,MIN,POR,A,L,0,26,3,5,0.6,2,4,0.5,1,1,1.0,1,2,0.5,0,2,2,1,1,1,1,3,8
5601,Josh Okogie,G,2018-11-12,MIN,BRK,H,W,0,20,3,7,0.429,2,3,0.667,1,4,0.25,1,2,0.5,0,4,4,1,0,1,1,1,8
5602,Victor Oladipo,G,2018-11-16,IND,MIA,H,W,1,30,3,12,0.25,1,7,0.143,2,5,0.4,0,0,,0,4,4,5,0,1,2,0,8
5603,Kelly Olynyk,C-F,2018-12-16,MIA,NOP,A,W,0,32,2,9,0.222,2,4,0.5,0,5,0.0,4,4,1.0,1,5,6,1,0,0,1,3,8
5604,Kelly Olynyk,C-F,2018-11-14,MIA,BRK,A,W,0,16,3,4,0.75,2,2,1.0,1,2,0.5,1,3,0.333,1,4,5,3,0,1,3,4,8
